out_name,units,long_name,standard_name,priority,comment,frequency,cell_methods
zg925,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg925,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg850,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg850,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg850,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg700,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg700,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg700,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg600,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg600,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg600,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg500,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg500,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg500,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg400,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg400,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg400,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg300,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg300,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg300,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg250,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg250,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg250,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
zg200,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean
zg200,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean
zg200,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,mon,area: mean time: mean
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,day,area: mean time: mean
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,1hrPt,area: mean time: point
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,mon,area: mean time: mean
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,day,area: mean time: mean
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,1hrPt,area: mean time: point
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,mon,area: mean time: mean
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,day,area: mean time: mean
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,1hrPt,area: mean time: point
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,mon,area: mean time: mean
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,day,area: mean time: mean
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,1hrPt,area: mean time: point
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,mon,area: mean time: mean
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,day,area: mean time: mean
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,1hrPt,area: mean time: point
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,mon,area: mean time: mean
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,day,area: mean time: mean
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,1hrPt,area: mean time: point
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,mon,area: mean time: mean
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,day,area: mean time: mean
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,1hrPt,area: mean time: point
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,mon,area: mean time: mean
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,day,area: mean time: mean
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,1hrPt,area: mean time: point
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,mon,area: mean time: mean
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,day,area: mean time: mean
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,1hr,area: mean time: mean
wsgsmax,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,mon,area: mean time: maximum
wsgsmax,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,day,area: mean time: maximum
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,mon,area: mean time: mean
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,day,area: mean time: mean
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,6hr,area: mean time: mean
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,mon,area: mean time: mean
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,day,area: mean time: mean
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,6hr,area: mean time: mean
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,mon,area: mean time: mean
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,day,area: mean time: mean
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,6hr,area: mean time: mean
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,day,area: mean time: mean
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,mon,area: mean time: mean
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,day,area: mean time: mean
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,6hr,area: mean time: mean
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,mon,area: mean time: mean
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,day,area: mean time: mean
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: mean
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: mean
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,1hrPt,area: mean time: point
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: mean
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: mean
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,1hrPt,area: mean time: point
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: mean
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: mean
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,1hrPt,area: mean time: point
CAPEmax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: maximum
CAPEmax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: maximum
LImax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: maximum
LImax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: maximum
CINmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: maximum
CINmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: maximum
od550aer ,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,TIER2,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",mon,area: mean time: mean
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point
va150,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va150,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va150,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va100,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va100,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va100,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va70,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va70,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va70,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va50,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va50,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va50,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va30,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va30,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va30,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va20,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va20,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va20,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
va10,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean
va10,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean
va10,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point
ta150,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta150,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta150,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta100,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta100,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta100,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta70,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta70,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta70,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta50,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta50,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta50,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta30,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta30,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta30,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta20,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta20,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta20,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
ta10,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean
ta10,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean
ta10,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point
hus150,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus150,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus150,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus100,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus100,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus100,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus70,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus70,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus70,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus50,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus50,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus50,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus30,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus30,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus30,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus20,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus20,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus20,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
hus10,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean
hus10,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean
hus10,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point
zg150,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg150,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg150,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg100,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg100,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg100,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg70,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg70,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg70,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg50,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg50,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg50,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg30,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg30,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg30,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg20,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg20,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg20,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
zg10,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean
zg10,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean
zg10,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,mon,area: mean time: mean
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,day,area: mean time: mean
ua200m,m s-1,Eastward Wind at 200m,eastward_wind,TIER2,,1hrPt,area: mean time: point
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,mon,area: mean time: mean
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,day,area: mean time: mean
ua250m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,1hrPt,area: mean time: point
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,mon,area: mean time: mean
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,day,area: mean time: mean
ua300m,m s-1,Eastward Wind at 250m,eastward_wind,TIER2,,1hrPt,area: mean time: point
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,mon,area: mean time: mean
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,day,area: mean time: mean
va200m,m s-1,Northward Wind at 200m,northward_wind,TIER1,,1hrPt,area: mean time: point
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,mon,area: mean time: mean
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,day,area: mean time: mean
va250m,m s-1,Northward Wind at 250m,northward_wind,TIER1,,1hrPt,area: mean time: point
va300m,m s-1,Northward Wind at 350m,northward_wind,TIER1,,mon,area: mean time: mean
