out_name,units,long_name,standard_name,priority,comment,frequency,cell_methods,modeling_realm,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs
ua500,m s-1,Eastward Wind,eastward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
ua400,m s-1,Eastward Wind,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
ua400,m s-1,Eastward Wind,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
ua400,m s-1,Eastward Wind,eastward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
ua300,m s-1,Eastward Wind,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
ua300,m s-1,Eastward Wind,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
ua300,m s-1,Eastward Wind,eastward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
ua250,m s-1,Eastward Wind,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
ua250,m s-1,Eastward Wind,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
ua250,m s-1,Eastward Wind,eastward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
ua200,m s-1,Eastward Wind,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
ua200,m s-1,Eastward Wind,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
ua200,m s-1,Eastward Wind,eastward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
va1000,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
va1000,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
va1000,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p1000,real,,,,,
va925,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
va925,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
va925,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p925,real,,,,,
va850,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
va850,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
va850,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p850,real,,,,,
va700,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
va700,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
va700,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p700,real,,,,,
va600,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
va600,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
va600,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p600,real,,,,,
va500,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
va500,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
va500,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
va400,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
va400,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
va400,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
va300,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
va300,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
va300,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
va250,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
va250,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
va250,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
va200,m s-1,Northward Wind,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
va200,m s-1,Northward Wind,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
va200,m s-1,Northward Wind,northward_wind,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
ta1000,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
ta1000,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
ta1000,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p1000,real,,,,,
ta925,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
ta925,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
ta925,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p925,real,,,,,
ta850,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
ta850,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
ta850,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p850,real,,,,,
ta700,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
ta700,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
ta700,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p700,real,,,,,
ta600,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
ta600,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
ta600,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p600,real,,,,,
ta500,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
ta500,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
ta500,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
ta400,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
ta400,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
ta400,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
ta300,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
ta300,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
ta300,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
ta250,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
ta250,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
ta250,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
ta200,K,Air Temperature,air_temperature,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
ta200,K,Air Temperature,air_temperature,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
ta200,K,Air Temperature,air_temperature,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
hus1000,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
hus1000,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
hus1000,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p1000,real,,,,,
hus925,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
hus925,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
hus925,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p925,real,,,,,
hus850,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
hus850,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
hus850,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p850,real,,,,,
hus700,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
hus700,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
hus700,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p700,real,,,,,
hus600,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
hus600,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
hus600,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p600,real,,,,,
hus500,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
hus500,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
hus500,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
hus400,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
hus400,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
hus400,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
hus300,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
hus300,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
hus300,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
hus250,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
hus250,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
hus250,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
hus200,1,Specific Humidity,specific_humidity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
hus200,1,Specific Humidity,specific_humidity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
hus200,1,Specific Humidity,specific_humidity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
zg1000,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
zg1000,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
zg1000,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p1000,real,,,,,
zg925,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
zg925,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
zg925,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p925,real,,,,,
zg850,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
zg850,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
zg850,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p850,real,,,,,
zg700,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
zg700,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
zg700,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p700,real,,,,,
zg600,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
zg600,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
zg600,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p600,real,,,,,
zg500,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
zg500,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
zg500,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
zg400,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
zg400,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
zg400,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
zg300,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
zg300,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
zg300,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
zg250,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
zg250,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
zg250,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
zg200,m,Geopotential Height,geopotential_height,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
zg200,m,Geopotential Height,geopotential_height,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
zg200,m,Geopotential Height,geopotential_height,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p1000,real,,,,,
wa1000,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p1000,real,,,,,
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p925,real,,,,,
wa925,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p925,real,,,,,
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p850,real,,,,,
wa850,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p850,real,,,,,
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p700,real,,,,,
wa700,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p700,real,,,,,
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p600,real,,,,,
wa600,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p600,real,,,,,
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p500,real,,,,,
wa500,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p500,real,,,,,
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p400,real,,,,,
wa400,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p400,real,,,,,
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p300,real,,,,,
wa300,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p300,real,,,,,
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p250,real,,,,,
wa250,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p250,real,,,,,
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p200,real,,,,,
wa200,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p200,real,,,,,
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
ua50m,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height50m,real,,,,,
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height100m,real,,,,,
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height100m,real,,,,,
ua100m,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height100m,real,,,,,
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height150m,real,,,,,
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height150m,real,,,,,
ua150m,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height150m,real,,,,,
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
va50m,m s-1,Northward Wind at 50m,northward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height50m,real,,,,,
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height100m,real,,,,,
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height100m,real,,,,,
va100m,m s-1,Northward Wind at 100m,northward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height100m,real,,,,,
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height150m,real,,,,,
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height150m,real,,,,,
va150m,m s-1,Northward Wind at 150m,northward_wind,TIER1,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height150m,real,,,,,
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
ta50m,K,Air Temperature at 50m,air_temperature,TIER1, requested for urban modeling,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height50m,real,,,,,
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height50m,real,,,,,
hus50m,1,Specific Humidity at 50m,specific_humidity,TIER1, requested for urban modeling,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 height50m,real,,,,,
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
evspsblpot,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,1hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
wsgsmax,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time height10m,real,,,,,
wsgsmax,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time height10m,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clh,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
